"Country or Area","Year","Value","Value Footnotes","Unit"
"Panama","2000","11837.3","","million cubic metres"
"Peru","2020","56029.0","","million cubic metres"
"Peru","2019","45970.0","","million cubic metres"
"Peru","2018","98288.0","","million cubic metres"
"Peru","2017","699.0","","million cubic metres"
"Peru","2016","714.7","","million cubic metres"
"Peru","2015","713.5","","million cubic metres"
"Peru","2014","687.6","","million cubic metres"
"Peru","2013","680.0","","million cubic metres"
"Peru","2012","682.4","","million cubic metres"
"Peru","2011","683.2","","million cubic metres"
"Peru","2010","680.9","","million cubic metres"
"Peru","2009","671.6","","million cubic metres"
"Peru","2008","658.8","","million cubic metres"
"Peru","2007","650.8","","million cubic metres"
"Peru","2006","664.8","","million cubic metres"
"Peru","2005","669.7","","million cubic metres"
"Peru","2004","623.2","","million cubic metres"
"Peru","2003","662.4","","million cubic metres"
"Peru","2002","649.0","","million cubic metres"
"Peru","2001","660.4","","million cubic metres"
"Peru","2000","677.8","","million cubic metres"
"Peru","1999","682.5","12","million cubic metres"
"Peru","1998","705.3","12","million cubic metres"
"Peru","1997","642.4","12","million cubic metres"
"Peru","1996","678.8","12","million cubic metres"
"Peru","1995","666.8","","million cubic metres"
"Peru","1994","729.3","12","million cubic metres"
"Peru","1993","647.4","12","million cubic metres"
"Peru","1992","527.0","12","million cubic metres"
"Peru","1991","631.2","12","million cubic metres"
"Peru","1990","544.7","","million cubic metres"
"Philippines","2015","200675.5","","million cubic metres"
"Philippines","2014","199706.2","","million cubic metres"
"Philippines","2013","199081.0","","million cubic metres"
"Philippines","2012","84090.3","","million cubic metres"
"Philippines","2011","83900.4","","million cubic metres"
"Philippines","2010","83116.9","","million cubic metres"
"Philippines","2009","83254.9","","million cubic metres"
"Philippines","2008","83096.8","","million cubic metres"
"Philippines","2007","81766.6","","million cubic metres"
"Philippines","2006","80869.0","","million cubic metres"
"Philippines","2005","80628.7","","million cubic metres"
"Philippines","2004","79383.1","","million cubic metres"
"Philippines","2003","77483.9","","million cubic metres"
"Philippines","2002","77195.5","","million cubic metres"
"Philippines","2001","76566.4","","million cubic metres"
"Philippines","2000","75936.4","","million cubic metres"
"Philippines","1999","75309.6","","million cubic metres"
"Philippines","1998","73582.5","","million cubic metres"
"Philippines","1997","69637.9","","million cubic metres"
"Philippines","1996","69197.6","","million cubic metres"
"Philippines","1995","64452.3","","million cubic metres"
"Philippines","1990","62310.0","","million cubic metres"
"Poland","2017","10652.0","1","million cubic metres"
"Poland","2016","11153.0","1","million cubic metres"
"Poland","2015","11094.0","1","million cubic metres"
"Poland","2014","11308.0","1","million cubic metres"
"Poland","2013","11243.0","1","million cubic metres"
"Poland","2012","11478.0","1","million cubic metres"
"Poland","2011","11911.0","1","million cubic metres"
"Poland","2010","11645.0","1","million cubic metres"
"Poland","2009","11517.0","1","million cubic metres"
"Poland","2008","11365.0","1","million cubic metres"
"Poland","2007","12027.0","1","million cubic metres"
"Poland","2006","12257.0","1","million cubic metres"
"Poland","2005","11522.0","1","million cubic metres"
"Poland","2004","11477.0","1","million cubic metres"
"Poland","2003","11548.0","1","million cubic metres"
"Poland","2002","11728.0","1","million cubic metres"
"Poland","2001","11599.0","1","million cubic metres"
"Poland","2000","11994.0","1","million cubic metres"
"Poland","1999","12245.5","","million cubic metres"
"Poland","1998","12245.4","","million cubic metres"
"Poland","1997","12798.9","","million cubic metres"
"Poland","1996","12892.3","","million cubic metres"
"Poland","1995","12924.0","","million cubic metres"
"Poland","1994","12891.0","","million cubic metres"
"Poland","1993","13067.4","","million cubic metres"
"Poland","1992","13394.1","","million cubic metres"
"Poland","1991","14042.7","","million cubic metres"
"Poland","1990","15164.0","","million cubic metres"
"Portugal","2017","4837.0","1","million cubic metres"
"Portugal","1998","11090.0","","million cubic metres"
"Portugal","1991","8600.0","","million cubic metres"
"Portugal","1990","7288.0","","million cubic metres"
"Qatar","2021","250.0","","million cubic metres"
"Qatar","2020","250.0","","million cubic metres"
"Qatar","2019","250.0","","million cubic metres"
"Qatar","2018","250.0","","million cubic metres"
"Qatar","2017","250.0","","million cubic metres"
"Qatar","2016","250.0","","million cubic metres"
"Qatar","2015","250.0","","million cubic metres"
"Qatar","2014","250.0","","million cubic metres"
"Qatar","2013","250.0","","million cubic metres"
"Qatar","2012","250.0","","million cubic metres"
"Qatar","2011","250.0","","million cubic metres"
"Qatar","2010","248.0","","million cubic metres"
"Qatar","2009","247.0","","million cubic metres"
"Qatar","2008","249.0","","million cubic metres"
"Qatar","2007","247.0","","million cubic metres"
"Qatar","2006","247.0","","million cubic metres"
"Qatar","2005","248.0","","million cubic metres"
"Qatar","2004","218.0","","million cubic metres"
"Qatar","2003","216.0","","million cubic metres"
"Qatar","2002","230.0","","million cubic metres"
"Qatar","2001","235.0","","million cubic metres"
"Qatar","1999","0.0","","million cubic metres"
"Qatar","1998","0.0","","million cubic metres"
"Qatar","1997","0.0","","million cubic metres"
"Qatar","1996","0.0","","million cubic metres"
"Qatar","1995","0.0","","million cubic metres"
"Qatar","1990","0.0","","million cubic metres"
"Republic of Korea","2014","25100.0","","million cubic metres"
"Republic of Korea","2013","23871.0","","million cubic metres"
"Republic of Korea","2012","21222.0","","million cubic metres"
"Republic of Korea","2011","19535.0","","million cubic metres"
"Republic of Korea","2010","19564.0","","million cubic metres"
"Republic of Korea","2009","22699.0","","million cubic metres"
"Republic of Korea","2008","22063.0","","million cubic metres"
"Republic of Korea","2007","18665.0","","million cubic metres"
"Republic of Korea","2006","20265.0","","million cubic metres"
"Republic of Korea","2005","21020.0","","million cubic metres"
"Republic of Korea","2003","29163.0","","million cubic metres"
"Republic of Korea","2002","29163.0","","million cubic metres"
"Republic of Korea","2000","20625.0","","million cubic metres"
"Republic of Korea","1998","26020.0","","million cubic metres"
"Republic of Korea","1997","25443.4","","million cubic metres"
"Republic of Korea","1995","24359.0","","million cubic metres"
"Republic of Korea","1994","23700.0","","million cubic metres"
"Republic of Korea","1990","19694.0","","million cubic metres"
"Republic of Moldova","2021","836.0","","million cubic metres"
"Republic of Moldova","2020","846.0","","million cubic metres"
"Republic of Moldova","2019","839.0","","million cubic metres"
"Republic of Moldova","2018","837.0","","million cubic metres"
"Republic of Moldova","2017","840.0","","million cubic metres"
"Republic of Moldova","2016","843.0","","million cubic metres"
"Republic of Moldova","2015","840.0","","million cubic metres"
"Republic of Moldova","2014","837.0","","million cubic metres"
"Republic of Moldova","2013","839.0","","million cubic metres"
"Republic of Moldova","2012","850.0","","million cubic metres"
"Republic of Moldova","2011","848.0","","million cubic metres"
"Republic of Moldova","2010","851.0","","million cubic metres"
"Republic of Moldova","2009","865.0","","million cubic metres"
"Republic of Moldova","2008","861.0","","million cubic metres"
"Republic of Moldova","2007","885.0","","million cubic metres"
"Republic of Moldova","2006","854.0","","million cubic metres"
"Republic of Moldova","2005","852.0","","million cubic metres"
"Republic of Moldova","2004","852.0","","million cubic metres"
"Republic of Moldova","2003","864.0","","million cubic metres"
"Republic of Moldova","2002","866.0","","million cubic metres"
"Republic of Moldova","2001","874.0","","million cubic metres"
"Republic of Moldova","2000","918.0","","million cubic metres"
"Republic of Moldova","1999","999.0","","million cubic metres"
"Republic of Moldova","1998","1263.0","","million cubic metres"
"Republic of Moldova","1997","1513.0","","million cubic metres"
"Republic of Moldova","1996","1891.0","","million cubic metres"
"Republic of Moldova","1995","2005.0","","million cubic metres"
"Republic of Moldova","1990","3918.0","","million cubic metres"
"Réunion","2019","222.9","","million cubic metres"
"Réunion","2018","204.2","","million cubic metres"
"Réunion","2017","215.0","","million cubic metres"
"Réunion","2016","200.5","","million cubic metres"
"Réunion","2015","199.7","","million cubic metres"
"Réunion","2014","216.3","","million cubic metres"
"Réunion","2013","215.7","","million cubic metres"
"Réunion","2012","225.6","","million cubic metres"
"Réunion","2011","222.2","","million cubic metres"
"Réunion","2010","222.0","","million cubic metres"
"Romania","2017","6762.0","1","million cubic metres"
"Romania","2016","6364.0","1","million cubic metres"
"Romania","2015","6458.0","1","million cubic metres"
"Romania","2014","6269.0","1","million cubic metres"
"Romania","2013","6418.0","1","million cubic metres"
"Romania","2012","6482.0","1","million cubic metres"
"Romania","2011","6592.0","1","million cubic metres"
"Romania","2010","6219.0","1","million cubic metres"
"Romania","2009","6876.0","1","million cubic metres"
"Romania","2008","7220.0","1","million cubic metres"
"Romania","2007","6884.0","1","million cubic metres"
"Romania","2006","5330.0","1","million cubic metres"
"Romania","2005","5301.0","1","million cubic metres"
"Romania","2004","5850.0","1","million cubic metres"
"Romania","2003","6500.0","1","million cubic metres"
"Romania","2002","7239.0","1","million cubic metres"
"Romania","2001","7343.0","1","million cubic metres"
"Romania","2000","7967.0","1","million cubic metres"
"Romania","1999","8570.0","","million cubic metres"
"Romania","1998","9051.0","","million cubic metres"
"Romania","1997","9260.0","","million cubic metres"
"Romania","1996","10450.0","","million cubic metres"
"Romania","1995","10300.0","","million cubic metres"
"Romania","1994","9840.0","","million cubic metres"
"Romania","1993","10180.0","","million cubic metres"
"Romania","1992","10884.0","","million cubic metres"
"Romania","1991","10835.0","","million cubic metres"
"Romania","1990","17510.0","","million cubic metres"
"Russian Federation","2021","60598.0","","million cubic metres"
"Russian Federation","2020","56906.0","","million cubic metres"
"Russian Federation","2019","62961.0","","million cubic metres"
"Russian Federation","2018","63127.0","","million cubic metres"
"Russian Federation","2017","62649.0","","million cubic metres"
"Russian Federation","2016","63000.0","","million cubic metres"
"Russian Federation","2015","62163.0","","million cubic metres"
"Russian Federation","2014","64807.0","","million cubic metres"
"Russian Federation","2013","65104.0","","million cubic metres"
"Russian Federation","2012","66296.0","","million cubic metres"
"Russian Federation","2011","68652.0","","million cubic metres"
"Russian Federation","2010","72687.0","","million cubic metres"
"Russian Federation","2009","69915.0","","million cubic metres"
"Russian Federation","2008","74354.0","","million cubic metres"
"Russian Federation","2007","74633.0","","million cubic metres"
"Russian Federation","2006","74305.0","","million cubic metres"
"Russian Federation","2005","74366.0","","million cubic metres"
"Russian Federation","2004","74209.0","","million cubic metres"
"Russian Federation","2003","76855.0","","million cubic metres"
"Russian Federation","2002","78411.0","","million cubic metres"
"Russian Federation","2001","78736.0","","million cubic metres"
"Russian Federation","2000","80784.0","","million cubic metres"
"Russian Federation","1999","82064.0","","million cubic metres"
"Russian Federation","1998","82973.0","","million cubic metres"
"Russian Federation","1997","84845.0","","million cubic metres"
"Russian Federation","1996","87367.0","","million cubic metres"
"Russian Federation","1995","91921.0","","million cubic metres"
"Russian Federation","1990","110402.0","","million cubic metres"
"Saint Kitts and Nevis","2012","7.7","","million cubic metres"
"Saint Kitts and Nevis","2011","8.1","","million cubic metres"
"Saint Kitts and Nevis","2010","7.4","","million cubic metres"
"Saint Kitts and Nevis","2009","7.1","","million cubic metres"
"Saint Kitts and Nevis","2008","7.0","","million cubic metres"
"Saint Kitts and Nevis","2007","6.1","","million cubic metres"
"Saint Kitts and Nevis","2006","6.9","","million cubic metres"
"Saint Kitts and Nevis","2005","6.5","","million cubic metres"
"Saint Kitts and Nevis","2004","5.9","","million cubic metres"
"Saint Kitts and Nevis","2003","5.8","","million cubic metres"
"Saint Kitts and Nevis","2002","5.7","","million cubic metres"
"Saint Kitts and Nevis","2001","5.8","","million cubic metres"
"Saint Vincent and the Grenadines","2000","8.5","6","million cubic metres"
"Saint Vincent and the Grenadines","1999","8.5","6","million cubic metres"
"Saint Vincent and the Grenadines","1998","7.8","6","million cubic metres"
"Saint Vincent and the Grenadines","1997","7.7","6","million cubic metres"
"Saint Vincent and the Grenadines","1996","7.7","6","million cubic metres"
"Saint Vincent and the Grenadines","1995","7.4","6","million cubic metres"
"Saint Vincent and the Grenadines","1990","7.1","6","million cubic metres"
"Samoa","2020","136.9","","million cubic metres"
"Samoa","2019","163.0","","million cubic metres"
"Samoa","2018","114.0","","million cubic metres"
"Samoa","2017","82.5","","million cubic metres"
"Samoa","2016","101.8","","million cubic metres"
"Samoa","2015","115.0","","million cubic metres"
"Samoa","2014","121.5","","million cubic metres"
"Samoa","2013","137.0","","million cubic metres"
"Samoa","2012","116.2","","million cubic metres"
"Saudi Arabia","2019","14826.0","","million cubic metres"
"Saudi Arabia","2018","21371.0","","million cubic metres"
"Saudi Arabia","2017","20921.0","","million cubic metres"
"Saudi Arabia","2016","21770.0","","million cubic metres"
"Saudi Arabia","2015","22771.0","","million cubic metres"
"Saudi Arabia","2014","21475.0","","million cubic metres"
"Saudi Arabia","2013","20483.0","","million cubic metres"
"Saudi Arabia","2012","19145.0","","million cubic metres"
"Saudi Arabia","2011","17492.0","","million cubic metres"
"Saudi Arabia","2010","15969.0","","million cubic metres"
"Senegal","2017","187.9","","million cubic metres"
"Senegal","2016","182.7","","million cubic metres"
"Senegal","2015","174.8","","million cubic metres"
"Senegal","2014","167.2","","million cubic metres"
"Senegal","2013","157.0","","million cubic metres"
"Senegal","2012","156.0","","million cubic metres"
"Senegal","2011","146.7","","million cubic metres"
"Senegal","2010","149.1","","million cubic metres"
"Senegal","2009","141.4","","million cubic metres"
"Senegal","2008","139.7","","million cubic metres"
"Serbia","2015","4072.0","","million cubic metres"
"Serbia","2014","3386.0","","million cubic metres"
"Serbia","2013","4194.0","","million cubic metres"
"Serbia","2012","3919.0","","million cubic metres"
"Serbia","2011","4288.0","","million cubic metres"
"Serbia","2010","3924.0","","million cubic metres"
"Serbia","2009","4158.0","","million cubic metres"
"Serbia","2008","4043.0","","million cubic metres"
"Serbia","2007","3998.0","","million cubic metres"
"Serbia","2006","3981.0","","million cubic metres"
"Serbia","2005","3835.0","","million cubic metres"
"Serbia","2004","2712.0","","million cubic metres"
"Serbia","2003","3346.0","","million cubic metres"
"Serbia","2002","3193.0","","million cubic metres"
"Serbia","2001","3354.0","","million cubic metres"
"Serbia","2000","3201.0","","million cubic metres"
"Slovakia","2017","579.0","1","million cubic metres"
"Slovakia","2016","555.0","1","million cubic metres"
"Slovakia","2015","574.0","1","million cubic metres"
"Slovakia","2014","559.0","1","million cubic metres"
"Slovakia","2013","637.0","1","million cubic metres"
"Slovakia","2012","665.0","1","million cubic metres"
"Slovakia","2011","593.0","1","million cubic metres"
"Slovakia","2010","601.0","1","million cubic metres"
"Slovakia","2009","628.0","1","million cubic metres"
"Slovakia","2008","664.0","1","million cubic metres"
"Slovakia","2007","688.0","1","million cubic metres"
"Slovakia","2006","763.0","1","million cubic metres"
"Slovakia","2005","907.0","1","million cubic metres"
"Slovakia","2003","1041.0","1","million cubic metres"
"Slovakia","2002","1094.0","1","million cubic metres"
"Slovakia","2001","1138.0","1","million cubic metres"
"Slovakia","2000","1172.0","1","million cubic metres"
"Slovakia","1999","1162.0","","million cubic metres"
"Slovakia","1998","1226.0","","million cubic metres"
"Slovakia","1997","1310.0","","million cubic metres"
"Slovakia","1996","1371.0","","million cubic metres"
"Slovakia","1995","1386.0","","million cubic metres"
"Slovakia","1994","1405.0","","million cubic metres"
"Slovakia","1993","1585.0","","million cubic metres"
"Slovakia","1992","1665.0","","million cubic metres"
"Slovakia","1991","1732.0","","million cubic metres"
"Slovakia","1990","2116.0","","million cubic metres"
"Slovenia","2017","930.0","1","million cubic metres"
"Slovenia","2016","885.0","1","million cubic metres"
"Slovenia","2015","895.0","1","million cubic metres"
"Slovenia","2014","978.0","1","million cubic metres"
"Slovenia","2013","893.0","1","million cubic metres"
"Slovenia","2012","781.0","1","million cubic metres"
"Slovenia","2011","850.0","1","million cubic metres"
"Slovenia","2010","926.0","1","million cubic metres"
"Slovenia","2009","943.0","1","million cubic metres"
"Slovenia","2008","1040.0","1","million cubic metres"
"Slovenia","2007","935.0","1","million cubic metres"
"Slovenia","2006","907.0","1","million cubic metres"
"Slovenia","2005","924.0","1","million cubic metres"
"Slovenia","2004","986.0","1","million cubic metres"
"Slovenia","2003","848.0","1","million cubic metres"
"Slovenia","2002","899.0","1","million cubic metres"
"Slovenia","1999","318.2","","million cubic metres"
"Slovenia","1998","304.6","","million cubic metres"
"Slovenia","1997","327.5","","million cubic metres"
"Slovenia","1996","331.4","","million cubic metres"
"Slovenia","1994","377.4","","million cubic metres"
"Slovenia","1993","385.3","","million cubic metres"
"Slovenia","1992","396.5","","million cubic metres"
"Slovenia","1991","401.7","","million cubic metres"
"South Africa","2021","20894.0","","million cubic metres"
"South Africa","2020","20344.0","","million cubic metres"
"South Africa","2019","19793.0","","million cubic metres"
"South Africa","2018","19540.0","","million cubic metres"
"South Africa","2017","19265.0","","million cubic metres"
"South Africa","2016","18981.0","","million cubic metres"
"South Africa","2015","18554.0","","million cubic metres"
"South Africa","2014","18469.0","","million cubic metres"
"South Africa","2013","18339.0","","million cubic metres"
"South Africa","2012","18256.0","","million cubic metres"
"South Africa","2011","18057.0","","million cubic metres"
"South Africa","2010","17755.0","","million cubic metres"
"South Africa","2009","17693.0","","million cubic metres"
"South Africa","2008","17629.0","","million cubic metres"
"South Africa","2007","17557.0","","million cubic metres"
"South Africa","2006","17544.0","","million cubic metres"
"South Africa","2005","17190.0","","million cubic metres"
"South Africa","2004","0.0","","million cubic metres"
"South Africa","2003","17148.0","","million cubic metres"
"South Africa","2002","16223.0","","million cubic metres"
"South Africa","2001","11272.0","","million cubic metres"
"South Africa","2000","10711.0","","million cubic metres"
"Spain","2016","31260.0","1","million cubic metres"
"Spain","2015","31556.0","1","million cubic metres"
"Spain","2014","32916.0","1","million cubic metres"
"Spain","2013","32346.0","1","million cubic metres"
"Spain","2012","34309.0","1","million cubic metres"
"Spain","2011","35069.0","1","million cubic metres"
"Spain","2010","35310.0","1","million cubic metres"
"Spain","2009","36122.0","1","million cubic metres"
"Spain","2008","35373.0","1","million cubic metres"
"Spain","2007","35573.0","1","million cubic metres"
"Spain","2006","36328.0","1","million cubic metres"
"Spain","2005","38030.0","1","million cubic metres"
"Spain","2004","36080.0","1","million cubic metres"
"Spain","2003","36598.0","1","million cubic metres"
"Spain","2002","35940.0","1","million cubic metres"
"Spain","2001","36119.0","1","million cubic metres"
"Spain","2000","36537.0","1","million cubic metres"
"Spain","1999","38280.9","","million cubic metres"
"Spain","1998","36838.6","","million cubic metres"
"Spain","1997","34602.5","","million cubic metres"
"Spain","1995","33288.0","","million cubic metres"
"Spain","1993","30750.0","","million cubic metres"
"Spain","1991","36900.0","","million cubic metres"
"State of Palestine","2021","336.6","","million cubic metres"
"State of Palestine","2020","352.4","","million cubic metres"
"State of Palestine","2019","329.6","","million cubic metres"
"State of Palestine","2018","299.7","","million cubic metres"
"State of Palestine","2017","288.0","","million cubic metres"
"State of Palestine","2016","280.6","","million cubic metres"
"State of Palestine","2015","291.2","","million cubic metres"
"State of Palestine","2014","274.5","","million cubic metres"
"State of Palestine","2013","302.4","","million cubic metres"
"State of Palestine","2012","292.6","","million cubic metres"
"State of Palestine","2011","266.9","","million cubic metres"
"State of Palestine","2010","270.8","","million cubic metres"
"State of Palestine","2009","257.8","","million cubic metres"
"State of Palestine","2008","250.9","","million cubic metres"
"State of Palestine","2007","286.0","","million cubic metres"
"State of Palestine","2006","275.2","","million cubic metres"
"State of Palestine","2005","268.0","","million cubic metres"
"State of Palestine","2004","249.0","","million cubic metres"
"State of Palestine","2002","241.0","","million cubic metres"
"State of Palestine","2001","207.0","","million cubic metres"
"Sweden","2015","2375.0","1","million cubic metres"
"Sweden","2010","2811.0","1","million cubic metres"
"Sweden","2007","2630.0","1","million cubic metres"
"Sweden","2006","2630.0","1","million cubic metres"
"Sweden","2005","2630.0","1","million cubic metres"
"Sweden","2004","2676.0","1","million cubic metres"
"Sweden","2003","2676.0","1","million cubic metres"
"Sweden","2002","2676.0","1","million cubic metres"
"Sweden","2001","2676.0","1","million cubic metres"
"Sweden","2000","2688.0","1","million cubic metres"
"Sweden","1999","2711.0","","million cubic metres"
"Sweden","1998","2711.0","","million cubic metres"
"Sweden","1997","2711.0","","million cubic metres"
"Sweden","1996","2725.0","","million cubic metres"
"Sweden","1995","2725.0","","million cubic metres"
"Sweden","1994","2961.0","","million cubic metres"
"Sweden","1993","2957.0","","million cubic metres"
"Sweden","1992","2973.0","","million cubic metres"
"Sweden","1991","2970.0","","million cubic metres"
"Sweden","1990","2968.0","","million cubic metres"
"Switzerland","2012","2005.0","1","million cubic metres"
"Switzerland","1999","2560.2","","million cubic metres"
"Switzerland","1998","2565.9","","million cubic metres"
"Switzerland","1997","2558.6","","million cubic metres"
"Switzerland","1996","2554.9","","million cubic metres"
"Switzerland","1995","2570.0","","million cubic metres"
"Switzerland","1994","2595.0","","million cubic metres"
"Switzerland","1993","2569.0","","million cubic metres"
"Switzerland","1992","2695.0","","million cubic metres"
"Switzerland","1991","2696.0","","million cubic metres"
"Switzerland","1990","2665.0","","million cubic metres"
"Togo","2012","169.0","","million cubic metres"
"Togo","2003","153.0","","million cubic metres"
"Trinidad and Tobago","2016","339.1","13","million cubic metres"
"Trinidad and Tobago","2015","311.9","13","million cubic metres"
"Trinidad and Tobago","2014","320.5","13","million cubic metres"
"Trinidad and Tobago","2013","350.2","","million cubic metres"
"Trinidad and Tobago","2010","301.4","","million cubic metres"
"Trinidad and Tobago","2009","331.6","","million cubic metres"
"Trinidad and Tobago","2008","350.1","13","million cubic metres"
"Trinidad and Tobago","2007","344.2","13","million cubic metres"
"Trinidad and Tobago","2006","345.7","13","million cubic metres"
"Trinidad and Tobago","2005","345.2","13","million cubic metres"
"Trinidad and Tobago","2004","322.1","14","million cubic metres"
"Trinidad and Tobago","2003","294.7","14","million cubic metres"
"Trinidad and Tobago","2002","328.5","13","million cubic metres"
"Trinidad and Tobago","2001","307.1","13","million cubic metres"
"Trinidad and Tobago","2000","324.0","13","million cubic metres"
"Trinidad and Tobago","1999","308.7","13","million cubic metres"
"Tunisia","2013","2945.0","15","million cubic metres"
"Tunisia","2012","2877.0","15","million cubic metres"
"Tunisia","2011","2734.0","15","million cubic metres"
"Tunisia","2010","2721.0","15","million cubic metres"
"Tunisia","2009","2562.0","15","million cubic metres"
"Tunisia","2008","2555.0","15","million cubic metres"
"Tunisia","2007","2555.0","15","million cubic metres"
"Tunisia","2006","2529.0","15","million cubic metres"
"Tunisia","2005","2469.0","15","million cubic metres"
"Tunisia","2004","2372.0","15","million cubic metres"
"Tunisia","2003","2406.0","15","million cubic metres"
"Tunisia","2002","2466.0","15","million cubic metres"
"Tunisia","2001","2139.0","15","million cubic metres"
"Tunisia","2000","2368.0","15","million cubic metres"
"Tunisia","1999","2244.0","15","million cubic metres"
"Tunisia","1995","1990.0","15","million cubic metres"
"Tunisia","1990","1721.0","15","million cubic metres"
"Turkey","2016","59613.0","1","million cubic metres"
"Turkey","2014","51971.0","1","million cubic metres"
"Turkey","2012","50510.0","1","million cubic metres"
"Turkey","2010","46956.0","1","million cubic metres"
"Turkey","2009","45130.0","1","million cubic metres"
"Turkey","2008","42008.0","1","million cubic metres"
"Turkey","2007","39678.0","1","million cubic metres"
"Turkey","2006","43718.0","1","million cubic metres"
"Turkey","2005","44684.0","1","million cubic metres"
"Turkey","2004","44903.0","1","million cubic metres"
"Turkey","2003","40849.0","1","million cubic metres"
"Turkey","2002","40016.0","1","million cubic metres"
"Turkey","2001","44450.0","1","million cubic metres"
"Turkey","2000","43650.0","1","million cubic metres"
"Turkey","1998","37490.0","","million cubic metres"
"Turkey","1997","35552.0","","million cubic metres"
"Turkey","1996","34078.0","","million cubic metres"
"Turkey","1995","33482.0","","million cubic metres"
"Turkey","1990","28073.0","","million cubic metres"
"Uganda","2009","69.2","16,17","million cubic metres"
"Uganda","2008","63.6","16,17","million cubic metres"
"Uganda","2007","60.5","16,17","million cubic metres"
"Uganda","2006","58.1","16,17","million cubic metres"
"Uganda","2005","57.7","16,17","million cubic metres"
"Uganda","2004","54.8","16,17","million cubic metres"
"Uganda","2003","51.4","16,17","million cubic metres"
"Uganda","2002","46.9","16,17","million cubic metres"
"Uganda","2001","46.7","16,17","million cubic metres"
"Uganda","2000","46.1","16,17","million cubic metres"
"Ukraine","2021","8367.1","","million cubic metres"
"Ukraine","2020","9459.0","","million cubic metres"
"Ukraine","2019","10596.0","","million cubic metres"
"Ukraine","2018","10705.0","","million cubic metres"
"Ukraine","2017","8635.0","","million cubic metres"
"Ukraine","2016","9325.0","","million cubic metres"
"Ukraine","2015","9109.0","","million cubic metres"
"Ukraine","2014","10899.0","","million cubic metres"
"Ukraine","2013","12884.0","","million cubic metres"
"Ukraine","2012","13822.0","","million cubic metres"
"Ukraine","2011","13694.0","","million cubic metres"
"Ukraine","2010","13916.0","","million cubic metres"
"Ukraine","2009","13656.0","18","million cubic metres"
"Ukraine","2008","14804.0","18","million cubic metres"
"Ukraine","2007","15356.0","18","million cubic metres"
"Ukraine","2006","14416.0","18","million cubic metres"
"Ukraine","2005","14255.0","18","million cubic metres"
"Ukraine","2004","13776.0","18","million cubic metres"
"Ukraine","2003","14124.0","18","million cubic metres"
"Ukraine","2002","15492.0","18","million cubic metres"
"Ukraine","2001","16704.0","18","million cubic metres"
"Ukraine","2000","17466.0","18","million cubic metres"
"Ukraine","1999","18919.0","18","million cubic metres"
"Ukraine","1998","18234.0","18","million cubic metres"
"Ukraine","1997","20195.0","18","million cubic metres"
"Ukraine","1996","22606.0","18","million cubic metres"
"Ukraine","1995","24986.0","18","million cubic metres"
"Ukraine","1990","34494.0","18","million cubic metres"
"United Arab Emirates","2020","2381.0","","million cubic metres"
"United Arab Emirates","2019","2443.0","","million cubic metres"
"United Arab Emirates","2018","2501.0","","million cubic metres"
"United Arab Emirates","2017","2445.0","","million cubic metres"
"United Arab Emirates","2016","2519.0","","million cubic metres"
"United Arab Emirates","2015","2692.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2014","7284.0","1","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2012","8214.0","1","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2011","7685.0","1","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2010","8264.0","1","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2009","8281.0","1","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2008","8347.0","1","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2007","8576.0","1","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2006","9271.0","1","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2005","10323.0","1","million cubic metres"
"United States of America","2010","489527.6","","million cubic metres"
"United States of America","2005","482972.4","","million cubic metres"
"United States of America","2000","482557.9","","million cubic metres"
"United States of America","1995","466118.1","3","million cubic metres"
"United States of America","1990","462249.9","","million cubic metres"
"Uzbekistan","2015","55138.0","","million cubic metres"
"Uzbekistan","2014","51794.0","","million cubic metres"
"Uzbekistan","2013","53977.0","","million cubic metres"
"Uzbekistan","2012","56096.0","","million cubic metres"
"Uzbekistan","2011","48751.0","","million cubic metres"
"Uzbekistan","2010","57169.0","","million cubic metres"
"Uzbekistan","2009","50225.0","","million cubic metres"
"Uzbekistan","2008","43870.0","","million cubic metres"
"Uzbekistan","2007","53006.0","","million cubic metres"
"Uzbekistan","2006","58617.0","","million cubic metres"
"Uzbekistan","2005","59476.0","","million cubic metres"
"Uzbekistan","2004","58457.0","","million cubic metres"
"Uzbekistan","1990","61681.0","","million cubic metres"
"Venezuela (Bolivarian Republic of)","2009","41018.5","","million cubic metres"
"Venezuela (Bolivarian Republic of)","2008","39748.9","","million cubic metres"
"Venezuela (Bolivarian Republic of)","2007","36739.7","","million cubic metres"
"Venezuela (Bolivarian Republic of)","2006","28619.5","","million cubic metres"
"Venezuela (Bolivarian Republic of)","2005","24360.8","","million cubic metres"
"Venezuela (Bolivarian Republic of)","2004","20764.0","","million cubic metres"
"Venezuela (Bolivarian Republic of)","2003","17038.9","","million cubic metres"
"Venezuela (Bolivarian Republic of)","2002","11225.3","","million cubic metres"
